"model","AgeDecade","DirectChol","pred_BMI"
"group"," 30-39",1.60294117647059,28.2532424959082
"group"," 30-39",1.61352941176471,28.1852952668229
"group"," 30-39",1.62411764705882,28.1173480377375
"group"," 30-39",1.63470588235294,28.0494008086521
"group"," 30-39",1.64529411764706,27.9814535795668
"group"," 30-39",1.65588235294118,27.9135063504814
"group"," 30-39",1.66647058823529,27.845559121396
"group"," 30-39",1.67705882352941,27.7776118923107
"group"," 30-39",1.68764705882353,27.7096646632253
"group"," 30-39",1.69823529411765,27.64171743414
"group"," 30-39",1.70882352941176,27.5737702050546
"group"," 30-39",1.71941176470588,27.5058229759692
"group"," 30-39",1.73,27.4378757468839
"group"," 30-39",1.74058823529412,27.3699285177985
"group"," 30-39",1.75117647058824,27.3019812887131
"group"," 30-39",1.76176470588235,27.2340340596278
"group"," 30-39",1.77235294117647,27.1660868305424
"group"," 30-39",1.78294117647059,27.098139601457
"group"," 30-39",1.79352941176471,27.0301923723717
"group"," 30-39",1.80411764705882,26.9622451432863
"group"," 30-39",1.81470588235294,26.894297914201
"group"," 30-39",1.82529411764706,26.8263506851156
"group"," 30-39",1.83588235294118,26.7584034560302
"group"," 30-39",1.84647058823529,26.6904562269449
"group"," 30-39",1.85705882352941,26.6225089978595
"group"," 30-39",1.86764705882353,26.5545617687741
"group"," 30-39",1.87823529411765,26.4866145396888
"group"," 30-39",1.88882352941176,26.4186673106034
"group"," 30-39",1.89941176470588,26.3507200815181
"group"," 30-39",1.91,26.2827728524327
"group"," 30-39",1.92058823529412,26.2148256233473
"group"," 30-39",1.93117647058823,26.146878394262
